# Cross section for He
# Energy in eV
# Cross section in cm2
# Total Cross Section
# Elastic Cross Section
# Process 0 : He+e -> He(2St)
# Process 1 : He+e -> He(2Ss)
# Process 2 : He+e -> He(2Pt)
# Process 3 : He+e -> He(2Ps)
# Process 4 : He+e -> He(3St)
# Process 5 : He+e -> He(3Ss)
# Process 6 : He+e -> He(3Pt)
# Process 7 : He+e -> He(3Dt)
# Process 8 : He+e -> He(3Ds)
# Process 9 : He+e -> He(3Ps)
# Process 10 : He+e -> He(4St)
# Process 11 : He+e -> He(4Ss)
# Process 12 : He+e -> He(4Pt)
# Process 13 : He+e -> He(4Dt)
# Process 14 : He+e -> He(4Ds)
# Process 15 : He+e -> He(4Ft)
# Process 16 : He+e -> He(4Fs)
# Process 17 : He+e -> He(4Ps)
# Process 18 : He+e->He+
# Process 19 : He+e->He++
2.613709177e+02	5.703181797e-17	1.492233574e-17	1.531463976e-20	6.430812766e-19	1.183651886e-20	7.488995303e-18	2.812867453e-21	1.301301840e-19	1.301301840e-19	1.458742258e-22	5.263698822e-20	1.879945792e-18	1.002349038e-21	5.084649685e-20	1.541649306e-21	1.002755110e-22	2.817322430e-20	1.314610177e-24	2.425633072e-22	7.828163204e-19	3.075598893e-17	1.337394785e-19	
2.294554761e+02	6.208767678e-17	1.742371262e-17	2.150730245e-20	6.952469059e-19	1.764106616e-20	7.964838748e-18	4.111848520e-21	1.393820255e-19	1.393820255e-19	2.314817253e-22	6.083104737e-20	2.010497266e-18	1.461005330e-21	5.522453940e-20	2.321501704e-21	1.603508597e-22	3.260185432e-20	2.248576683e-24	3.029777360e-22	8.154850829e-19	3.257561511e-17	1.271197712e-19	
2.013971717e+02	6.727124472e-17	2.016310541e-17	3.077453949e-20	7.462473549e-19	2.655139439e-20	8.416603717e-18	5.896195356e-21	1.494545419e-19	1.494545419e-19	3.693452612e-22	6.947206541e-20	2.135200228e-18	2.142108473e-21	5.995338218e-20	3.496634858e-21	2.546950447e-22	3.773092072e-20	3.576106153e-24	3.743501933e-22	8.732930394e-19	3.428181394e-17	1.190527324e-19	
1.767298508e+02	7.266311306e-17	2.337510107e-17	4.223378092e-20	8.077484441e-19	4.069538205e-20	8.857690153e-18	8.494584349e-21	1.601059117e-19	1.601059117e-19	6.151018373e-22	8.201545704e-20	2.237657402e-18	3.018961965e-21	6.368891104e-20	5.265246629e-21	3.904847467e-22	4.391220353e-20	6.002814872e-24	4.636532049e-22	9.237976204e-19	3.574729551e-17	1.028112636e-19	
1.550436963e+02	7.835356835e-17	2.688374778e-17	5.806836703e-20	8.685511922e-19	6.001918257e-20	9.488977148e-18	1.204656814e-20	1.720443184e-19	1.720443184e-19	9.886723380e-22	9.485834083e-20	2.331522432e-18	4.305509800e-21	6.722490779e-20	7.945803986e-21	6.033268031e-22	5.072646037e-20	9.959059904e-24	5.849329084e-22	9.682871235e-19	3.702600494e-17	8.500707435e-20	
1.359784197e+02	8.417830604e-17	3.130705396e-17	7.773806993e-20	9.424616812e-19	8.862113945e-20	9.937165255e-18	1.754350056e-20	1.881015560e-19	1.881015560e-19	1.640314983e-21	1.080989103e-19	2.428373019e-18	6.398298633e-21	7.262502105e-20	1.187107427e-20	9.655054231e-22	5.740021437e-20	1.654272310e-23	7.339363267e-22	1.011989581e-18	3.766706218e-17	6.434471923e-20	
1.192172751e+02	8.947584048e-17	3.587877517e-17	1.055132622e-19	1.025942764e-18	1.303602837e-19	1.021920763e-17	2.490272075e-20	2.019589508e-19	2.019589508e-19	2.622060044e-21	1.241166286e-19	2.493639537e-18	9.207496723e-21	7.768882791e-20	1.711433745e-20	1.477693476e-21	6.621833575e-20	2.797506915e-23	9.215388641e-22	1.045928267e-18	3.780000000e-17	4.825805976e-20	
1.044817969e+02	9.586153655e-17	4.221872370e-17	1.415757046e-19	1.105421536e-18	1.852139855e-19	1.042597510e-17	3.526094742e-20	2.177557244e-19	2.177557244e-19	4.287865234e-21	1.405749158e-19	2.515576958e-18	1.316454458e-20	8.274329794e-20	2.389879233e-20	2.268950558e-21	7.648996441e-20	4.528194820e-23	1.196671814e-21	1.069720391e-18	3.735717242e-17	2.671407000e-20	
9.152717330e+01	1.017560272e-16	4.871156462e-17	1.874827755e-19	1.176807505e-18	2.693804052e-19	1.069994359e-17	4.946225956e-20	2.371344294e-19	2.371344294e-19	6.867834142e-21	1.572092402e-19	2.520000000e-18	1.856405164e-20	8.785575392e-20	3.490373135e-20	3.611038616e-21	8.713995836e-20	7.677894339e-23	1.504341870e-21	1.071787722e-18	3.619023656e-17	7.360211397e-21	
8.013817938e+01	1.096957085e-16	5.840718962e-17	2.548234358e-19	1.281947834e-18	3.767057648e-19	1.048000000e-17	7.059291849e-20	2.595634123e-19	2.595634123e-19	1.070398964e-20	1.780153947e-19	2.449548389e-18	2.642175106e-20	9.639332116e-20	4.753894962e-20	5.681229252e-21	9.763439401e-20	1.243499373e-22	1.921095860e-21	1.052500354e-18	3.433739887e-17	1.440025428e-21	
7.012560113e+01	1.174156301e-16	6.903507409e-17	3.358497428e-19	1.401980625e-18	5.127595922e-19	1.002342958e-17	9.743466930e-20	2.800998105e-19	2.800998105e-19	1.675267030e-20	1.971440900e-19	2.344233011e-18	3.708174482e-20	1.078595606e-19	6.413376164e-20	8.574039935e-21	1.076788265e-19	2.123300586e-22	2.431666499e-21	1.001757758e-18	3.156104273e-17	0.000000000e+00	
6.132309196e+01	1.256325841e-16	8.094937073e-17	4.478628490e-19	1.512683148e-18	7.129541387e-19	9.466945156e-18	1.314865105e-19	3.025737361e-19	3.025737361e-19	2.513003199e-20	2.125869652e-19	2.173915876e-18	5.212528473e-20	1.162310809e-19	8.616127830e-20	1.263817748e-20	1.187112905e-19	3.438507281e-22	3.095850757e-21	9.165382093e-19	2.808865619e-17	0.000000000e+00	
5.358440910e+01	1.336985152e-16	9.312546209e-17	5.906320312e-19	1.670732267e-18	9.672449971e-19	8.715147443e-18	1.807150124e-19	3.342192294e-19	3.342192294e-19	3.687710339e-20	2.259931154e-19	1.943560605e-18	7.140209035e-20	1.245452261e-19	1.113703917e-19	1.872472543e-20	1.284791892e-19	5.817913051e-22	4.045715129e-21	8.337062240e-19	2.428085667e-17	0.000000000e+00	
4.678098394e+01	1.425287396e-16	1.067086389e-16	7.867419227e-19	1.838611467e-18	1.274859956e-18	7.512618747e-18	2.403827349e-19	3.511951984e-19	3.511951984e-19	5.428705909e-20	2.338971230e-19	1.657713161e-18	9.717219164e-20	1.333003190e-19	1.405018112e-19	2.784200688e-20	1.350712260e-19	9.585526067e-22	5.075658484e-21	6.965255025e-19	2.028215084e-17	0.000000000e+00	
4.079978601e+01	1.525184563e-16	1.218138389e-16	1.062151628e-18	1.958366798e-18	1.620369109e-18	6.114927596e-18	3.261486228e-19	3.830524790e-19	3.830524790e-19	7.519209138e-20	2.239275819e-19	1.342970581e-18	1.286771530e-19	1.405187486e-19	1.741218816e-19	3.887554924e-20	1.343478206e-19	1.664113497e-21	6.531729866e-21	5.564995906e-19	1.603322176e-17	0.000000000e+00	
3.554144513e+01	1.625789117e-16	1.368500247e-16	1.413264662e-18	2.113762749e-18	2.023451582e-18	4.711018715e-18	4.265140694e-19	3.992528231e-19	3.992528231e-19	9.690569436e-20	2.080736939e-19	1.027134214e-18	1.666293497e-19	1.443000000e-19	1.987630418e-19	5.255583091e-20	1.275842697e-19	2.773370387e-21	8.334905205e-21	4.117007108e-19	1.179761449e-17	0.000000000e+00	
3.091860047e+01	1.776117782e-16	1.569986313e-16	1.857732838e-18	2.209598288e-18	2.389511834e-18	3.315688634e-18	5.286852483e-19	4.204306336e-19	4.204306336e-19	1.169762430e-19	1.908513369e-19	7.257202368e-19	2.051116123e-19	1.395624777e-19	2.132000000e-19	6.570643014e-20	1.116257692e-19	4.949666932e-21	1.075483190e-20	2.904132228e-19	7.396196964e-18	0.000000000e+00	
2.685444922e+01	1.929320834e-16	1.778737520e-16	2.471391099e-18	2.234000000e-18	2.468000000e-18	2.268075752e-18	6.506782521e-19	4.238000000e-19	4.238000000e-19	1.131066257e-19	1.799170968e-19	4.494111145e-19	2.353105165e-19	1.244539437e-19	1.895394054e-19	6.752065137e-20	9.347713463e-20	1.017286461e-20	1.410518983e-20	1.824229252e-19	2.459148792e-18	0.000000000e+00	
2.328147054e+01	2.345594822e-16	2.241997518e-16	3.142972706e-18	2.234000000e-18	1.757252507e-18	1.215980644e-18	8.628713213e-19	4.135412170e-19	4.135412170e-19	5.847091916e-20	1.977687308e-19	6.333116427e-20	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.014030381e+01	2.848376305e-16	2.809475429e-16	3.890087579e-18	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.737876246e+01	3.224006493e-16	3.224006493e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.495096690e+01	3.502007182e-16	3.502007182e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.281658231e+01	3.817047038e-16	3.817047038e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.094014855e+01	4.093094883e-16	4.093094883e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
9.290490991e+00	4.439578672e-16	4.439578672e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
7.840202622e+00	4.803176727e-16	4.803176727e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.565188700e+00	5.066637766e-16	5.066637766e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
5.444266450e+00	5.307446593e-16	5.307446593e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
4.458813141e+00	5.668937153e-16	5.668937153e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
3.592456687e+00	5.929745946e-16	5.929745946e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.830803650e+00	6.019327818e-16	6.019327818e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.161200111e+00	6.120575898e-16	6.120575898e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.572521437e+00	6.189000000e-16	6.189000000e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
1.054987462e+00	6.189000000e-16	6.189000000e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
6.000000000e-01	6.189000000e-16	6.189000000e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
2.000000000e-01	6.189000000e-16	6.189000000e-16	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	0.000000000e+00	
#	AeroPlanets 1.3, 2009-2024
#	Copyright G Gronoff 2009
#	Report bugs : guillaume.gronoff@gmail.com
#
#	Launched :Tue Sep 24 00:41:10 2024
# Planet:Anonymous
# Photoionization used, SZA = 45
# Electron impact ionization used
# Electron impact ionization error: 0.331248% (>0 : gain)

