400.0	0.3880	0.1280	0.0360	0.1080	0.3500	0.0260	0.3930	0.6580	0.1530	14.5880	1.8070	8.5130	0.6470	0.8420	0.6470	0.4720	0.0400	0.4720	0.2190	0.3750	0.2190	0.0690	0.0090	0.0690	14.4410
450.0	0.4380	0.1490	0.0420	0.1240	0.3800	0.0290	0.4550	0.7770	0.1660	14.5180	2.2930	8.4530	0.6630	0.8880	0.6630	0.4810	0.0480	0.4810	0.2330	0.4020	0.2330	0.0740	0.0120	0.0740	13.3510
500.0	0.4880	0.1710	0.0470	0.1400	0.4090	0.0330	0.5180	0.8920	0.1780	14.4430	2.8220	8.4000	0.6760	0.9270	0.6760	0.4870	0.0560	0.4870	0.2440	0.4240	0.2440	0.0790	0.0150	0.0790	12.4470
550.0	0.5370	0.1940	0.0520	0.1560	0.4370	0.0360	0.5800	1.0030	0.1900	14.3660	3.3880	8.3520	0.6870	0.9610	0.6870	0.4910	0.0650	0.4910	0.2530	0.4420	0.2530	0.0830	0.0180	0.0830	11.6810
600.0	0.5850	0.2180	0.0570	0.1730	0.4650	0.0400	0.6410	1.1090	0.2020	14.2860	3.9810	8.3080	0.6970	0.9890	0.6970	0.4950	0.0750	0.4950	0.2590	0.4570	0.2590	0.0860	0.0220	0.0860	11.0240
650.0	0.6320	0.2420	0.0620	0.1890	0.4910	0.0440	0.7000	1.2080	0.2130	14.2040	4.5930	8.2690	0.7050	1.0120	0.7050	0.4970	0.0850	0.4970	0.2640	0.4680	0.2640	0.0880	0.0250	0.0880	10.4520
700.0	0.6790	0.2670	0.0680	0.2060	0.5180	0.0470	0.7580	1.3010	0.2240	14.1210	5.2160	8.2320	0.7120	1.0310	0.7120	0.4980	0.0950	0.4980	0.2670	0.4760	0.2670	0.0900	0.0290	0.0900	9.9480
750.0	0.7250	0.2920	0.0730	0.2230	0.5430	0.0510	0.8150	1.3870	0.2340	14.0380	5.8430	8.1980	0.7180	1.0480	0.7180	0.4990	0.1050	0.4990	0.2690	0.4810	0.2690	0.0920	0.0330	0.0920	9.5020
800.0	0.7690	0.3180	0.0780	0.2400	0.5680	0.0550	0.8690	1.4670	0.2450	13.9540	6.4650	8.1660	0.7240	1.0610	0.7240	0.5000	0.1160	0.5000	0.2700	0.4850	0.2700	0.0930	0.0370	0.0930	9.1020
850.0	0.8130	0.3430	0.0840	0.2580	0.5930	0.0580	0.9210	1.5400	0.2550	13.8700	7.0770	8.1370	0.7280	1.0710	0.7280	0.5000	0.1270	0.5000	0.2700	0.4870	0.2700	0.0940	0.0400	0.0940	8.7420
900.0	0.8560	0.3700	0.0890	0.2750	0.6170	0.0620	0.9720	1.6080	0.2650	13.7850	7.6740	8.1090	0.7320	1.0790	0.7320	0.5000	0.1380	0.5000	0.2690	0.4880	0.2690	0.0950	0.0440	0.0950	8.4150
950.0	0.8980	0.3960	0.0950	0.2930	0.6400	0.0660	1.0210	1.6700	0.2740	13.7010	8.2510	8.0820	0.7360	1.0860	0.7360	0.5000	0.1490	0.5000	0.2680	0.4870	0.2680	0.0960	0.0480	0.0960	8.1180
1000.0	0.9400	0.4230	0.1000	0.3100	0.6640	0.0700	1.0670	1.7270	0.2840	13.6170	8.8050	8.0580	0.7390	1.0910	0.7390	0.5000	0.1600	0.5000	0.2660	0.4860	0.2660	0.0970	0.0510	0.0970	7.8450
1500.0	1.3050	0.7050	0.1560	0.4920	0.8790	0.1090	1.4390	2.0910	0.3710	12.8080	12.8360	7.8640	0.7540	1.0850	0.7540	0.4950	0.2730	0.4950	0.2370	0.4470	0.2370	0.1000	0.0750	0.1000	5.9890
2000.0	1.5950	0.9960	0.2130	0.6810	1.0720	0.1480	1.6750	2.2500	0.4480	12.0730	14.6580	7.7290	0.7570	1.0430	0.7570	0.4890	0.3700	0.4890	0.2090	0.4040	0.2090	0.1000	0.0860	0.1000	4.9450
2500.0	1.8250	1.2880	0.2700	0.8740	1.2490	0.1880	1.8270	2.3230	0.5180	11.4160	15.3610	7.6270	0.7550	0.9980	0.7550	0.4830	0.4410	0.4830	0.1860	0.3680	0.1860	0.1000	0.0910	0.1000	4.2620
3000.0	2.0090	1.5740	0.3270	1.0700	1.4140	0.2290	1.9270	2.3560	0.5820	10.8290	15.5730	7.5440	0.7510	0.9570	0.7510	0.4780	0.4890	0.4780	0.1690	0.3400	0.1690	0.0990	0.0940	0.0990	3.7750
3500.0	2.1570	1.8480	0.3830	1.2660	1.5680	0.2700	1.9930	2.3680	0.6420	10.3030	15.5670	7.4740	0.7470	0.9200	0.7470	0.4720	0.5170	0.4720	0.1560	0.3170	0.1560	0.0980	0.0950	0.0980	3.4060
4000.0	2.2770	2.1090	0.4390	1.4630	1.7150	0.3110	2.0370	2.3690	0.6980	9.8310	15.4640	7.4150	0.7430	0.8890	0.7430	0.4670	0.5310	0.4670	0.1450	0.2990	0.1450	0.0970	0.0950	0.0970	3.1170
4500.0	2.3740	2.3550	0.4940	1.6600	1.8530	0.3510	2.0660	2.3640	0.7510	9.4050	15.3170	7.3620	0.7380	0.8610	0.7380	0.4620	0.5370	0.4620	0.1370	0.2850	0.1370	0.0970	0.0950	0.0970	2.8820
5000.0	2.4540	2.5860	0.5480	1.8550	1.9860	0.3920	2.0840	2.3550	0.8010	9.0190	15.1520	7.3160	0.7340	0.8370	0.7340	0.4580	0.5370	0.4580	0.1300	0.2720	0.1300	0.0960	0.0950	0.0960	2.6860
5500.0	2.5190	2.8000	0.6010	2.0490	2.1120	0.4330	2.0950	2.3430	0.8490	8.6680	14.9820	7.2740	0.7300	0.8160	0.7300	0.4530	0.5340	0.4530	0.1240	0.2610	0.1240	0.0950	0.0940	0.0950	2.5210
6000.0	2.5720	3.0000	0.6530	2.2410	2.2330	0.4740	2.1010	2.3300	0.8940	8.3470	14.8110	7.2360	0.7260	0.7960	0.7260	0.4490	0.5280	0.4490	0.1180	0.2520	0.1180	0.0940	0.0940	0.0940	2.3790
6500.0	2.6160	3.1840	0.7040	2.4310	2.3490	0.5140	2.1020	2.3150	0.9380	8.0520	14.6440	7.2020	0.7220	0.7790	0.7220	0.4450	0.5210	0.4450	0.1140	0.2440	0.1140	0.0940	0.0930	0.0940	2.2560
7000.0	2.6510	3.3540	0.7540	2.6190	2.4610	0.5540	2.1010	2.3000	0.9800	7.7810	14.4820	7.1700	0.7180	0.7630	0.7180	0.4410	0.5140	0.4410	0.1100	0.2370	0.1100	0.0930	0.0920	0.0930	2.1470
7500.0	2.6800	3.5110	0.8030	2.8040	2.5680	0.5940	2.0970	2.2850	1.0200	7.5300	14.3250	7.1400	0.7140	0.7490	0.7140	0.4370	0.5060	0.4370	0.1060	0.2310	0.1060	0.0920	0.0920	0.0920	2.0510
8000.0	2.7030	3.6550	0.8500	2.9860	2.6710	0.6330	2.0910	2.2690	1.0580	7.2980	14.1740	7.1120	0.7100	0.7350	0.7100	0.4340	0.4980	0.4340	0.1030	0.2250	0.1030	0.0910	0.0910	0.0910	1.9640
8500.0	2.7220	3.7870	0.8970	3.1650	2.7710	0.6720	2.0840	2.2530	1.0960	7.0820	14.0280	7.0870	0.7070	0.7230	0.7070	0.4300	0.4900	0.4300	0.1000	0.2200	0.1000	0.0910	0.0900	0.0910	1.8870
9000.0	2.7360	3.9070	0.9420	3.3410	2.8670	0.7110	2.0760	2.2380	1.1320	6.8810	13.8860	7.0620	0.7030	0.7120	0.7030	0.4260	0.4820	0.4260	0.0980	0.2150	0.0980	0.0900	0.0900	0.0900	1.8160
9500.0	2.7470	4.0180	0.9850	3.5130	2.9600	0.7500	2.0670	2.2220	1.1660	6.6930	13.7500	7.0400	0.6990	0.7010	0.6990	0.4230	0.4740	0.4230	0.0950	0.2100	0.0950	0.0890	0.0890	0.0890	1.7520
10000.0	2.7550	4.1190	1.0280	3.6830	3.0490	0.7880	2.0580	2.2060	1.2000	6.5160	13.6190	7.0180	0.6960	0.6910	0.6960	0.4200	0.4670	0.4200	0.0930	0.2060	0.0930	0.0890	0.0880	0.0890	1.6930
